Z  z1         4.0        4.1        4.2        4.3        4.4        4.5        4.6        4.7        4.8        4.9        5.0        5.1        5.2        5.3        5.4        5.5        5.6        5.7        5.8        5.9        6.0        6.1        6.2        6.3        6.4        6.5        6.6        6.7        6.8        6.9        7.0        7.1        7.2        7.3        7.4        7.5        7.6        7.7        7.8        7.9        8.0        8.1        8.2        8.3        8.4        8.5        8.6        8.7        8.8        8.9        9.0
 8  2 -23.128978 -23.104741 -22.599272 -21.761270 -21.024587 -20.427073 -19.941349 -19.541832 -19.210316 -18.935875 -18.711103 -18.528582 -18.383498 -18.270369 -18.182192 -18.115712 -18.066883 -18.032044 -18.007248 -17.990662 -17.980450 -17.976381 -17.976222 -17.979186 -17.987302 -17.997569 -18.009615 -18.023187 -18.041102 -18.060122 -18.080079 -18.103101 -18.126837 -18.151184 -18.178066 -18.205465 -18.233290 -18.261495 -18.291199 -18.321207 -18.351479 -18.381826 -18.412386 -18.443130 -18.471379 -18.499707 -18.528117 -18.556510 -18.577383 -18.598056 -18.618510
 8  3 -22.014994 -22.003831 -21.904982 -21.462824 -20.825688 -20.254035 -19.788659 -19.414746 -19.112646 -18.864916 -18.657995 -18.482891 -18.334825 -18.211424 -18.110637 -18.030393 -17.967938 -17.920421 -17.884987 -17.859383 -17.841732 -17.830922 -17.825392 -17.824291 -17.827978 -17.834891 -17.844593 -17.856737 -17.872212 -17.889574 -17.908610 -17.930075 -17.952879 -17.976879 -18.002797 -18.029703 -18.057485 -18.086058 -18.115860 -18.146318 -18.177365 -18.208952 -18.241031 -18.273553 -18.305497 -18.337775 -18.370357 -18.403175 -18.433182 -18.463211 -18.493210
 8  4 -22.289815 -22.363611 -22.251563 -21.629479 -20.893739 -20.274772 -19.775787 -19.376073 -19.057249 -18.803683 -18.602179 -18.440733 -18.308301 -18.196248 -18.099557 -18.016757 -17.947761 -17.892575 -17.850022 -17.818925 -17.797673 -17.784529 -17.778267 -17.777755 -17.782297 -17.790972 -17.803148 -17.818295 -17.836483 -17.856829 -17.879023 -17.903312 -17.928983 -17.955850 -17.984338 -18.013763 -18.044002 -18.074959 -18.106933 -18.139485 -18.172549 -18.206146 -18.240159 -18.274541 -18.308592 -18.342911 -18.377470 -18.412213 -18.444902 -18.477575 -18.510194
 8  5 -21.995911 -21.804289 -21.309215 -20.762880 -20.285215 -19.869118 -19.498195 -19.171380 -18.892476 -18.662165 -18.477547 -18.332810 -18.220322 -18.131667 -18.060007 -18.000862 -17.952419 -17.914447 -17.886188 -17.866902 -17.855750 -17.851645 -17.853078 -17.859245 -17.869877 -17.884217 -17.901821 -17.922088 -17.944930 -17.969408 -17.995198 -18.022549 -18.050811 -18.079851 -18.110072 -18.140915 -18.172306 -18.204190 -18.236899 -18.270032 -18.303553 -18.337553 -18.371897 -18.406553 -18.441064 -18.475817 -18.510787 -18.545932 -18.579599 -18.613278 -18.646938
 8  6 -21.990145 -21.851639 -21.234752 -20.544370 -19.976436 -19.531199 -19.186116 -18.920864 -18.719758 -18.567993 -18.454456 -18.372698 -18.315294 -18.273916 -18.242227 -18.217633 -18.195940 -18.175742 -18.159499 -18.146144 -18.135339 -18.130041 -18.130043 -18.133099 -18.137950 -18.145990 -18.156790 -18.169920 -18.184949 -18.202662 -18.223172 -18.244791 -18.267289 -18.291780 -18.318412 -18.345399 -18.373690 -18.403514 -18.433397 -18.471491 -18.519791 -18.564341 -18.605984 -18.645439 -18.683303 -18.720056 -18.756076 -18.791665 -18.827035 -18.862360 -18.897764
 8  7 -20.576182 -20.640873 -20.705660 -20.771997 -20.840128 -20.908193 -20.977778 -21.049152 -21.118948 -21.190750 -21.264234 -21.335757 -21.404806 -21.473486 -21.541179 -21.603311 -21.660712 -21.706975 -21.689464 -21.448111 -20.978958 -20.494228 -20.084451 -19.756767 -19.499803 -19.297544 -19.140598 -19.019788 -18.927149 -18.856172 -18.802494 -18.765075 -18.737715 -18.718246 -18.705470 -18.701720 -18.701743 -18.705086 -18.714106 -18.724949 -18.737481 -18.753950 -18.771279 -18.789269 -18.808172 -18.830727 -18.853561 -18.876946 -18.903665 -18.930535 -18.957810
 8  8 -19.472006 -19.531398 -19.591108 -19.650997 -19.711202 -19.773056 -19.834760 -19.896377 -19.959942 -20.022876 -20.085877 -20.151625 -20.216559 -20.280614 -20.344256 -20.410801 -20.475842 -20.539594 -20.604452 -20.658990 -20.670009 -20.588375 -20.375555 -20.102509 -19.843841 -19.638533 -19.466940 -19.332784 -19.232994 -19.153786 -19.095494 -19.054887 -19.021947 -18.999431 -18.985630 -18.978835 -18.974906 -18.975122 -18.978717 -18.986583 -18.996586 -19.008144 -19.024008 -19.041009 -19.058664 -19.076868 -19.099227 -19.122101 -19.145151 -19.171556 -19.198407
10  0 -18.729742 -18.793255 -18.856550 -18.918112 -18.968990 -18.980859 -18.909419 -18.739302 -18.512868 -18.281430 -18.072900 -17.895113 -17.746778 -17.624177 -17.521293 -17.433401 -17.357165 -17.291866 -17.237110 -17.191875 -17.155702 -17.128521 -17.108085 -17.093515 -17.085867 -17.082180 -17.081436 -17.083299 -17.090126 -17.098885 -17.109302 -17.123395 -17.138919 -17.155611 -17.175524 -17.196533 -17.218726 -17.241769 -17.267193 -17.293374 -17.320186 -17.348322 -17.377864 -17.407758 -17.437546 -17.467465 -17.497519 -17.527790 -17.555429 -17.582975 -17.610510
10  1 -24.586921 -23.767526 -22.649591 -21.761263 -21.055218 -20.496807 -20.057168 -19.713109 -19.444565 -19.236596 -19.076049 -18.950271 -18.849708 -18.766096 -18.692035 -18.624217 -18.560529 -18.500498 -18.450391 -18.401959 -18.356987 -18.326939 -18.300726 -18.277790 -18.271640 -18.268142 -18.266662 -18.266867 -18.279555 -18.293437 -18.307654 -18.328494 -18.349117 -18.368437 -18.395697 -18.423077 -18.450357 -18.477465 -18.509023 -18.540443 -18.571658 -18.605004 -18.638196 -18.671194 -18.704421 -18.737439 -18.770218 -18.802706 -18.831938 -18.860628 -18.888750
10  2 -23.563246 -23.600366 -23.633820 -23.607023 -23.062996 -22.103985 -21.261323 -20.582863 -20.041687 -19.613236 -19.275964 -19.009885 -18.801984 -18.640103 -18.511988 -18.411679 -18.332845 -18.270393 -18.220286 -18.179660 -18.146202 -18.121785 -18.102071 -18.086022 -18.079755 -18.076452 -18.075452 -18.076336 -18.086338 -18.097779 -18.110346 -18.129697 -18.149773 -18.170420 -18.194948 -18.219984 -18.245393 -18.271129 -18.300670 -18.330400 -18.360277 -18.391324 -18.422473 -18.453694 -18.483859 -18.514003 -18.544119 -18.574131 -18.598683 -18.622889 -18.646737
10  3 -22.049889 -22.134182 -22.210033 -22.272011 -22.221552 -21.739107 -21.044276 -20.439377 -19.952858 -19.562474 -19.245002 -18.982934 -18.764916 -18.583910 -18.434741 -18.313263 -18.215409 -18.137259 -18.074968 -18.025532 -17.986312 -17.955706 -17.931718 -17.913138 -17.900927 -17.893009 -17.888907 -17.888234 -17.893140 -17.900899 -17.911162 -17.925469 -17.941772 -17.959823 -17.981004 -18.003600 -18.027428 -18.052355 -18.079516 -18.107563 -18.136399 -18.166628 -18.197502 -18.228956 -18.260973 -18.293453 -18.326348 -18.359606 -18.392084 -18.424757 -18.457577
10  4 -21.682775 -21.717237 -21.754456 -21.783705 -21.700111 -21.260734 -20.656009 -20.126228 -19.703758 -19.373105 -19.113878 -18.906477 -18.734031 -18.584181 -18.449918 -18.330254 -18.226508 -18.139867 -18.067919 -18.011044 -17.967430 -17.933578 -17.908795 -17.891398 -17.880696 -17.874852 -17.872901 -17.874075 -17.880721 -17.889441 -17.899793 -17.914588 -17.930487 -17.947254 -17.968297 -17.990017 -18.012242 -18.034883 -18.060229 -18.085884 -18.111779 -18.138736 -18.165863 -18.193113 -18.218349 -18.243605 -18.268873 -18.294050 -18.311445 -18.328588 -18.345466
10  5 -21.107726 -21.105811 -21.095672 -21.021096 -20.811746 -20.493943 -20.140856 -19.794725 -19.478284 -19.200585 -18.963468 -18.765153 -18.601903 -18.465868 -18.348443 -18.243387 -18.149522 -18.069559 -18.005262 -17.955380 -17.917193 -17.888054 -17.866144 -17.850164 -17.839916 -17.834042 -17.832065 -17.833518 -17.839767 -17.848604 -17.859656 -17.874494 -17.891030 -17.909038 -17.930201 -17.952563 -17.975960 -18.000271 -18.026682 -18.053840 -18.081655 -18.110628 -18.140137 -18.170112 -18.199724 -18.229677 -18.259925 -18.290386 -18.317578 -18.344742 -18.371830
10  6 -21.974972 -21.974613 -21.900780 -21.593040 -21.112845 -20.630581 -20.192756 -19.802191 -19.460267 -19.168039 -18.923606 -18.723968 -18.564030 -18.436603 -18.332352 -18.242630 -18.162419 -18.090604 -18.028446 -17.977688 -17.939096 -17.912151 -17.895411 -17.887054 -17.884952 -17.887316 -17.893111 -17.901628 -17.912720 -17.925811 -17.940686 -17.957622 -17.976133 -17.996138 -18.017968 -18.041161 -18.065611 -18.091220 -18.118290 -18.146356 -18.175329 -18.205397 -18.236235 -18.267769 -18.300123 -18.333056 -18.366517 -18.400462 -18.434730 -18.469378 -18.504368
10  7 -21.202798 -21.285833 -21.353068 -21.346941 -21.142218 -20.752497 -20.309627 -19.880576 -19.495184 -19.168639 -18.903825 -18.695844 -18.536430 -18.416433 -18.326717 -18.258578 -18.204681 -18.160048 -18.121881 -18.089329 -18.062746 -18.042508 -18.028578 -18.020562 -18.017908 -18.019742 -18.025358 -18.034206 -18.046284 -18.060793 -18.077412 -18.096434 -18.117076 -18.139145 -18.163169 -18.188339 -18.214523 -18.241610 -18.270067 -18.299257 -18.329096 -18.359758 -18.390942 -18.422582 -18.454244 -18.486231 -18.518498 -18.550982 -18.581708 -18.612442 -18.643133
10  8 -21.757694 -21.758908 -21.748718 -21.428959 -20.818708 -20.237532 -19.767340 -19.400469 -19.118271 -18.902245 -18.740146 -18.620997 -18.532309 -18.470199 -18.428686 -18.401850 -18.380578 -18.363151 -18.346666 -18.327234 -18.308598 -18.292943 -18.277516 -18.266926 -18.261637 -18.261182 -18.260760 -18.262343 -18.265213 -18.268441 -18.271243 -18.274211 -18.278664 -18.282858 -18.289189 -18.296711 -18.308562 -18.320243 -18.335639 -18.353084 -18.370858 -18.391599 -18.423439 -18.454142 -18.486530 -18.517688 -18.547988 -18.577769 -18.608999 -18.640154 -18.671369
10  9 -19.908443 -19.967361 -20.028349 -20.089653 -20.151007 -20.212391 -20.275966 -20.339296 -20.402484 -20.467786 -20.532845 -20.594845 -20.660681 -20.725155 -20.787711 -20.848178 -20.909819 -20.968270 -21.022762 -21.074350 -21.106900 -21.060711 -20.843637 -20.490690 -20.130275 -19.820650 -19.573105 -19.376035 -19.221735 -19.102876 -19.011515 -18.941479 -18.888380 -18.851206 -18.824349 -18.805350 -18.792534 -18.788865 -18.789317 -18.792723 -18.801583 -18.812607 -18.824970 -18.841037 -18.858188 -18.875945 -18.894219 -18.916193 -18.938731 -18.961529 -18.987629
10 10 -18.970752 -19.041855 -19.109764 -19.176859 -19.242629 -19.307282 -19.371029 -19.435682 -19.499905 -19.563482 -19.628641 -19.693280 -19.756714 -19.823104 -19.888885 -19.953669 -20.017423 -20.084217 -20.149740 -20.213433 -20.278593 -20.336428 -20.366771 -20.345084 -20.231153 -20.042543 -19.833690 -19.661025 -19.511074 -19.390590 -19.301098 -19.228474 -19.174941 -19.137948 -19.106372 -19.084744 -19.071206 -19.064261 -19.060131 -19.059977 -19.062956 -19.070349 -19.079770 -19.090470 -19.105837 -19.121987 -19.138701 -19.156049 -19.177764 -19.199830 -19.221806
12  0 -18.378864 -18.441521 -18.504784 -18.567950 -18.630511 -18.689241 -18.733717 -18.742764 -18.689406 -18.564107 -18.392360 -18.210117 -18.040182 -17.889794 -17.757516 -17.640316 -17.534524 -17.438143 -17.350859 -17.272942 -17.204879 -17.148346 -17.101438 -17.063252 -17.036555 -17.016563 -17.002040 -16.991954 -16.989276 -16.989545 -16.992805 -17.001859 -17.012492 -17.024500 -17.040764 -17.058244 -17.076799 -17.096241 -17.119313 -17.143263 -17.167842 -17.194414 -17.221591 -17.249259 -17.278048 -17.307055 -17.336112 -17.365258 -17.391881 -17.418456 -17.444892
12  1 -28.271073 -28.165287 -26.438010 -25.050002 -23.933737 -23.035405 -22.309869 -21.721828 -21.239540 -20.843472 -20.515487 -20.236582 -19.998815 -19.791194 -19.607237 -19.436756 -19.276065 -19.124610 -18.994307 -18.874100 -18.764429 -18.678650 -18.601972 -18.533427 -18.490899 -18.454373 -18.422675 -18.395088 -18.386056 -18.379628 -18.375252 -18.383459 -18.392910 -18.403327 -18.421676 -18.440727 -18.460260 -18.480218 -18.506967 -18.533971 -18.561162 -18.592327 -18.623632 -18.655040 -18.689460 -18.723984 -18.758559 -18.793184 -18.829709 -18.866237 -18.902754
12  2 -25.105832 -23.860089 -22.872365 -22.092808 -21.481826 -21.004784 -20.634425 -20.354233 -20.141155 -19.978660 -19.852975 -19.727610 -19.567490 -19.360003 -19.129315 -18.901304 -18.692551 -18.508817 -18.356913 -18.226093 -18.113327 -18.027683 -17.953925 -17.889626 -17.851145 -17.819139 -17.792088 -17.769196 -17.761878 -17.757060 -17.757866 -17.770308 -17.783148 -17.796316 -17.815632 -17.835289 -17.855176 -17.875321 -17.902120 -17.929071 -17.956143 -17.986433 -18.016812 -18.047262 -18.080525 -18.113866 -18.147245 -18.180673 -18.215937 -18.251202 -18.286462
