2.759971783635568136e-27	4.266960967293158154e-27	2.142951621187807998e-27	1.212842706974568321e-27
8.080433785623569315e-28	9.874631292736956373e-28	6.334528894495023878e-28	3.294493646573713722e-28
1.237264374452742559e-26	1.418016081030646385e-26	9.649248148657135903e-27	4.903067544154399557e-27
9.022127972930019396e-25	9.774023201402399342e-25	6.827046613459911465e-25	3.380860735390681203e-25
1.501288094367682718e-23	1.594939137028664312e-23	1.118064457679045103e-23	5.464658589087819395e-24
3.753470714573307179e-22	3.998396807766707569e-22	2.800482822206950250e-22	1.367343140594945285e-22
5.047990420564672047e-19	5.543646530965725202e-19	3.873919351558249908e-19	1.923465153014524096e-19
2.789811326942616620e-17	3.103304946651315439e-17	2.168854699224640015e-17	1.086184321654817105e-17
1.113379756285307150e-16	1.225338907464401870e-16	8.601902765374405321e-17	4.310894930563488496e-17
2.050192665826017885e-16	2.354769811035830118e-16	1.605692940759665389e-16	7.919128597187842381e-17
1.937063281501425911e-16	4.015083403851547238e-16	2.031151462646535808e-16	7.991253745029023822e-17
1.655915116331772471e-16	1.222926814823594053e-15	3.336569026918050682e-16	7.031328674054800424e-17
2.680046918929593648e-16	4.749663816680791276e-15	7.464821112213856165e-16	7.722922854051275102e-17
9.509628214674326068e-16	1.170562936751535101e-14	1.524784339701172494e-15	1.069083163145645088e-16
5.444639857281193338e-15	1.639295430463010064e-14	2.611074465683140557e-15	1.712698302916165112e-16
1.259406416149895900e-14	1.822232973475161104e-14	4.299580619036582548e-15	3.255963379463492090e-16
1.412733348939521595e-14	2.416719239982888356e-14	6.842327458347723497e-15	5.865246444793851961e-16
1.302407344436043300e-14	3.836998609496062798e-14	9.605498824382894429e-15	9.360678496876243303e-16
1.594092911398923906e-14	5.789381581306080482e-14	1.131161617594045284e-14	1.284290523743815246e-15
3.393014010784410186e-14	6.333146547589341853e-14	1.111720265013675179e-14	1.439688518082321738e-15
9.824484773914186543e-14	5.304880720089152522e-14	1.008504537902128246e-14	1.345033903948454698e-15
9.359551701916572845e-14	6.554366606499717850e-14	1.270840973202830279e-14	1.232898863455854066e-15
1.262180712512802859e-14	1.303200626271297486e-13	2.805650204859088563e-14	1.009338880824414820e-15
1.021235177936267183e-15	2.172667200585600374e-14	2.462214676538038650e-14	1.119767986193368680e-15
1.730544417787093065e-16	7.308593720332328979e-16	1.383635333276021394e-15	2.214330963354029943e-15
7.594431173357227255e-17	1.743564399464670236e-16	2.079085751987786947e-16	3.378662080879647732e-15
4.558530572356691842e-17	1.078486871243388847e-16	9.062066255988102403e-17	3.448503422571618416e-15
2.786483618731384247e-17	9.748787319429909683e-17	5.819182607573291636e-17	2.115727173251649038e-15
1.634879053359795538e-17	9.942125224688011693e-17	4.333805023821440938e-17	6.889074180961483569e-16
1.191237231994293770e-17	8.376531652319660387e-17	3.428737878316103985e-17	1.565271091343382142e-16
1.879403262128388887e-17	6.702292987337003091e-17	3.140131932582347025e-17	6.593469703286675647e-17
3.308184403183093732e-17	9.069788825622323760e-17	3.003177423905794745e-17	5.129478544168060037e-17
3.522016621069243226e-17	3.020558796074752123e-16	2.886526308965660064e-17	1.874835197829303761e-17
3.934847018262798544e-17	1.405856044062630362e-15	3.481192700928557033e-17	7.326778086277480064e-18
4.132353515994969325e-17	3.910000754756606330e-15	4.024368694496098943e-17	4.105176437885325974e-18
3.912643412975036914e-17	6.475504310812121674e-15	4.173797823197165436e-17	2.758185446611635590e-18
3.331173983638329047e-17	6.887728347320530501e-15	3.839214146363464144e-17	1.974871178672099016e-18
2.517258391599025763e-17	4.691453369809584285e-15	3.076707427070182331e-17	1.421693866110210727e-18
1.697186224568585850e-17	2.022525824727947623e-15	2.149548319301919037e-17	1.014333330996742773e-18
1.074613329930760423e-17	6.074578040107827377e-16	1.384303805329086922e-17	7.315043694522648098e-19
6.990503604189693565e-18	1.658461565550733920e-16	8.979565437109041409e-18	5.527990106557739916e-19
4.962848736670960846e-18	5.283748738680387906e-17	6.302723225518972337e-18	4.447948422769272506e-19
3.889667411203760261e-18	2.209908225543551467e-17	4.884810993766789772e-18	3.811261717268153822e-19
3.287385266044837827e-18	1.210427212553165096e-17	4.095112829695859527e-18	3.402724781552088653e-19
2.909878399461179389e-18	8.078446463073719664e-18	3.607683514291759930e-18	3.106345230787635707e-19
2.640366623372756508e-18	6.120344447725200286e-18	3.264325725926994063e-18	2.864842228539983783e-19
2.418534289137036672e-18	4.997717813302769068e-18	2.983238263595354654e-18	2.644567760793712133e-19
2.227516673793230668e-18	4.284254888753801318e-18	2.743416992781798840e-18	2.444612316576587924e-19
2.055817572060675881e-18	3.781803370883805325e-18	2.529209285959024609e-18	2.259457352387179281e-19
1.898125703862421945e-18	3.395473351809854289e-18	2.333944022441277038e-18	2.086766025805698189e-19
1.746531755331556693e-18	3.071104058402633168e-18	2.146969643493728247e-18	1.918834895086124539e-19
