0.000000000000000000e+00	3.012843349999999987e+01
1.000000000000000000e+00	3.013940416666666522e+01
2.000000000000000000e+00	3.015037483333333412e+01
3.000000000000000000e+00	3.016134549999999948e+01
4.000000000000000000e+00	3.017231616666666483e+01
5.000000000000000000e+00	3.018328683333333373e+01
6.000000000000000000e+00	3.019425749999999908e+01
7.000000000000000000e+00	3.020522816666666444e+01
8.000000000000000000e+00	3.021619883333333334e+01
9.000000000000000000e+00	3.022716949999999869e+01
1.000000000000000000e+01	3.023814016666666404e+01
1.100000000000000000e+01	3.024911083333333295e+01
1.200000000000000000e+01	3.026008149999999830e+01
1.300000000000000000e+01	3.026649274999999761e+01
1.400000000000000000e+01	3.027290399999999693e+01
1.500000000000000000e+01	3.027931524999999624e+01
1.600000000000000000e+01	3.028572649999999911e+01
1.700000000000000000e+01	3.029213774999999842e+01
1.800000000000000000e+01	3.029854899999999773e+01
1.900000000000000000e+01	3.030496024999999705e+01
2.000000000000000000e+01	3.031137149999999636e+01
2.100000000000000000e+01	3.031778274999999923e+01
2.200000000000000000e+01	3.032419399999999854e+01
2.300000000000000000e+01	3.033060524999999785e+01
2.400000000000000000e+01	3.033701649999999717e+01
2.500000000000000000e+01	3.032704324999999557e+01
2.600000000000000000e+01	3.031706999999999752e+01
2.700000000000000000e+01	3.030709674999999947e+01
2.800000000000000000e+01	3.029712349999999788e+01
2.900000000000000000e+01	3.028715024999999628e+01
3.000000000000000000e+01	3.027717699999999823e+01
3.100000000000000000e+01	3.026720375000000018e+01
3.200000000000000000e+01	3.025723049999999859e+01
3.300000000000000000e+01	3.024725724999999699e+01
3.400000000000000000e+01	3.023728399999999894e+01
3.500000000000000000e+01	3.022731075000000089e+01
3.600000000000000000e+01	3.021733749999999930e+01
3.700000000000000000e+01	3.021292079166666511e+01
3.800000000000000000e+01	3.020850408333333093e+01
3.900000000000000000e+01	3.020408737500000029e+01
4.000000000000000000e+01	3.019967066666666611e+01
4.100000000000000000e+01	3.019525395833333192e+01
4.200000000000000000e+01	3.019083725000000129e+01
4.300000000000000000e+01	3.018642054166666711e+01
4.400000000000000000e+01	3.018200383333333292e+01
4.500000000000000000e+01	3.017758712499999874e+01
4.600000000000000000e+01	3.017317041666666455e+01
4.700000000000000000e+01	3.016875370833333392e+01
4.800000000000000000e+01	3.016433699999999973e+01
4.900000000000000000e+01	3.017060583333333312e+01
5.000000000000000000e+01	3.017687466666666651e+01
