2.602395599999999831e+01	2.964866999999999919e+01	3.012843349999999987e+01	2.769589249999999936e+01
2.597094699999999889e+01	2.966313699999999898e+01	3.026008149999999830e+01	2.154132350000000073e+01
2.601335299999999862e+01	2.961799600000000154e+01	3.033701649999999717e+01	2.213961824999999806e+01
2.588544800000000023e+01	2.958277100000000104e+01	3.021733749999999930e+01	1.812206575000000086e+01
2.606602099999999922e+01	2.968331500000000034e+01	3.016433699999999973e+01	2.188317475000000201e+01
2.607593900000000176e+01	2.957387900000000158e+01	3.023956300000000041e+01	2.607183999999999813e+01
2.601472300000000004e+01	2.957798199999999866e+01	3.006859299999999990e+01	2.436212825000000137e+01
2.605234099999999842e+01	2.982342699999999880e+01	3.022246599999999717e+01	1.931880600000000214e+01
2.601779900000000012e+01	2.949966600000000128e+01	2.991301050000000217e+01	2.179769424999999927e+01
2.631430800000000048e+01	2.943263599999999869e+01	3.020024049999999960e+01	2.017362049999999840e+01
2.599283399999999844e+01	2.978659599999999941e+01	2.989249449999999797e+01	1.872037174999999820e+01
2.605405000000000015e+01	2.947948999999999842e+01	2.975400699999999787e+01	2.196873174999999989e+01
2.613681400000000110e+01	2.961720800000000153e+01	3.005662699999999887e+01	2.171228650000000115e+01
2.622915100000000166e+01	2.972982599999999920e+01	3.014724000000000359e+01	2.085747199999999779e+01
2.632388299999999859e+01	2.957251199999999969e+01	3.040711650000000077e+01	1.837851099999999960e+01
2.631088799999999850e+01	2.950684899999999899e+01	3.006527650000000307e+01	2.641367500000000135e+01
2.627976599999999863e+01	2.953865400000000108e+01	2.992155799999999743e+01	2.333635474999999815e+01
2.625514199999999931e+01	2.970862199999999831e+01	3.029940350000000038e+01	1.966073175000000006e+01
2.653249900000000139e+01	2.959576600000000113e+01	3.011646499999999804e+01	1.957518424999999951e+01
2.647846399999999889e+01	2.956156700000000015e+01	2.965484399999999710e+01	2.342183524999999733e+01
2.638578400000000101e+01	2.950377100000000041e+01	2.957971799999999973e+01	2.213961824999999806e+01
2.637142000000000053e+01	2.964159199999999927e+01	3.003268949999999649e+01	1.701074849999999827e+01
2.621000099999999833e+01	2.953010400000000146e+01	3.011646499999999804e+01	2.128487999999999758e+01
2.623051999999999850e+01	2.956054100000000062e+01	2.985146050000000173e+01	2.342191525000000141e+01
2.628147699999999887e+01	2.961515599999999893e+01	2.962919949999999858e+01	2.239613800000000055e+01
2.626173000000000002e+01	2.971546199999999871e+01	3.013356200000000129e+01	2.000265750000000153e+01
2.612176499999999990e+01	2.967476699999999923e+01	2.972494349999999841e+01	2.051547725000000000e+01
2.632192200000000071e+01	2.969118100000000027e+01	2.996601099999999818e+01	3.085880249999999947e+01
2.641074899999999914e+01	2.942887500000000145e+01	2.984804150000000078e+01	2.538798999999999850e+01
2.640801400000000143e+01	2.960568400000000011e+01	2.987368800000000135e+01	2.265250500000000144e+01
2.637244600000000005e+01	2.934327499999999844e+01	2.984633200000000386e+01	2.384932349999999701e+01
2.638861100000000093e+01	2.953523399999999910e+01	2.975229750000000095e+01	2.889272749999999945e+01
2.629071000000000069e+01	2.946673200000000037e+01	2.955910199999999932e+01	2.248162024999999886e+01
2.654797900000000155e+01	2.947630900000000054e+01	2.999678600000000017e+01	2.239613800000000055e+01
2.636090899999999948e+01	2.937268600000000163e+01	2.955920199999999909e+01	2.119939775000000282e+01
2.644332899999999853e+01	2.937449799999999911e+01	2.966168400000000105e+01	2.043006575000000069e+01
2.642237899999999939e+01	2.940996399999999866e+01	2.950791100000000000e+01	2.282354600000000033e+01
2.640288400000000024e+01	2.941919700000000049e+01	2.969245900000000304e+01	2.333635474999999815e+01
2.632490900000000167e+01	2.956909200000000126e+01	2.951977750000000356e+01	2.316547174999999825e+01
2.638988900000000015e+01	2.945110499999999831e+01	2.947361700000000084e+01	2.145584299999999800e+01
2.654720500000000172e+01	2.954036299999999926e+01	2.985659099999999810e+01	2.393472199999999717e+01
2.619153199999999870e+01	2.949282600000000087e+01	2.997284900000000007e+01	2.239613800000000055e+01
2.623257100000000008e+01	2.934669500000000042e+01	2.996601099999999818e+01	1.923325849999999804e+01
2.643366400000000027e+01	2.932525300000000001e+01	3.051151300000000077e+01	2.042999499999999813e+01
2.631157100000000071e+01	2.932867200000000096e+01	2.986000999999999905e+01	2.068643825000000191e+01
2.630131099999999833e+01	2.961628500000000130e+01	3.050798900000000202e+01	2.761050750000000065e+01
2.581807500000000033e+01	2.962302199999999885e+01	3.023956300000000041e+01	2.564434499999999773e+01
2.549078899999999948e+01	2.973700699999999841e+01	3.112177150000000125e+01	2.496058125000000061e+01
2.499524100000000004e+01	3.093488899999999830e+01	3.184497849999999985e+01	2.991850500000000324e+01
2.448430300000000059e+01	3.346777000000000157e+01	3.584910849999999982e+01	3.222650249999999517e+01
2.424832899999999825e+01	3.503635400000000288e+01	4.032340999999999553e+01	3.615865000000000151e+01
