0.000000000000000000e+00	2.602395599999999831e+01
1.000000000000000000e+00	2.601953858333333258e+01
2.000000000000000000e+00	2.601512116666666685e+01
3.000000000000000000e+00	2.601070374999999757e+01
4.000000000000000000e+00	2.600628633333333184e+01
5.000000000000000000e+00	2.600186891666666611e+01
6.000000000000000000e+00	2.599745149999999683e+01
7.000000000000000000e+00	2.599303408333333110e+01
8.000000000000000000e+00	2.598861666666666537e+01
9.000000000000000000e+00	2.598419924999999964e+01
1.000000000000000000e+01	2.597978183333333391e+01
1.100000000000000000e+01	2.597536441666666462e+01
1.200000000000000000e+01	2.597094699999999889e+01
1.300000000000000000e+01	2.597448083333333102e+01
1.400000000000000000e+01	2.597801466666666670e+01
1.500000000000000000e+01	2.598154849999999882e+01
1.600000000000000000e+01	2.598508233333333095e+01
1.700000000000000000e+01	2.598861616666666663e+01
1.800000000000000000e+01	2.599214999999999876e+01
1.900000000000000000e+01	2.599568383333333088e+01
2.000000000000000000e+01	2.599921766666666656e+01
2.100000000000000000e+01	2.600275149999999869e+01
2.200000000000000000e+01	2.600628533333333081e+01
2.300000000000000000e+01	2.600981916666666649e+01
2.400000000000000000e+01	2.601335299999999862e+01
2.500000000000000000e+01	2.600269424999999757e+01
2.600000000000000000e+01	2.599203550000000007e+01
2.700000000000000000e+01	2.598137674999999902e+01
2.800000000000000000e+01	2.597071799999999797e+01
2.900000000000000000e+01	2.596005925000000047e+01
3.000000000000000000e+01	2.594940049999999943e+01
3.100000000000000000e+01	2.593874174999999838e+01
3.200000000000000000e+01	2.592808300000000088e+01
3.300000000000000000e+01	2.591742424999999983e+01
3.400000000000000000e+01	2.590676549999999878e+01
3.500000000000000000e+01	2.589610675000000128e+01
3.600000000000000000e+01	2.588544800000000023e+01
3.700000000000000000e+01	2.590049575000000104e+01
3.800000000000000000e+01	2.591554349999999829e+01
3.900000000000000000e+01	2.593059124999999909e+01
4.000000000000000000e+01	2.594563899999999990e+01
4.100000000000000000e+01	2.596068675000000070e+01
4.200000000000000000e+01	2.597573450000000150e+01
4.300000000000000000e+01	2.599078224999999875e+01
4.400000000000000000e+01	2.600582999999999956e+01
4.500000000000000000e+01	2.602087775000000036e+01
4.600000000000000000e+01	2.603592549999999761e+01
4.700000000000000000e+01	2.605097324999999842e+01
4.800000000000000000e+01	2.606602099999999922e+01
4.900000000000000000e+01	2.606684749999999795e+01
